,product name,price in rupees,rating,availability,link
35,"PRANSUNITA 16 ply Super Soft Acrylic Knitting Wool Yarn, 100 gm Ball, Used in Hand Knitting, Art Craft, and Crochet",349,2.7,available,https://flipkart.com/pransunita-16-ply-super-soft-acrylic-knitting-wool-yarn-100-gm-ball-used-hand-knitting-art-craft-crochet/p/itmfa5730f7384d1?pid=ACKFZ5WCSTFM3XZB&lid=LSTACKFZ5WCSTFM3XZBJRZ3HS&marketplace=FLIPKART&q=cool20%25hats20%25&store=search.flipkart.com&srno=s_1_31&otracker=search&fm=organic&iid=6aae8a1c-83ca-444f-94b6-479b2284b27e.ACKFZ5WCSTFM3XZB.SEARCH&ppt=None&ppn=None&ssid=s33ukpiai80000001625422422341&qH=d14475f174d5f616
36,"PRANSUNITA 16 ply Super Soft Acrylic Knitting Wool Yarn, 100 gm Ball, Used in Hand Knitting, Art Craft, and Crochet",349,2.7,available,https://flipkart.com/pransunita-16-ply-super-soft-acrylic-knitting-wool-yarn-100-gm-ball-used-hand-knitting-art-craft-crochet/p/itm4a3d3621f66dd?pid=ACKFZ5W4Z2RBBRM5&lid=LSTACKFZ5W4Z2RBBRM52ICVOK&marketplace=FLIPKART&q=cool20%25hats20%25&store=search.flipkart.com&srno=s_1_32&otracker=search&fm=organic&iid=6aae8a1c-83ca-444f-94b6-479b2284b27e.ACKFZ5W4Z2RBBRM5.SEARCH&ppt=None&ppn=None&ssid=s33ukpiai80000001625422422341&qH=d14475f174d5f616
37,"FUNCART Cone Cap  (Multicolor, Pack of 8)",261,3.5,available,https://flipkart.com/funcart-cone-cap/p/itmf4tfqarrgzcty?pid=HATF4SS9ZJXJCF5M&lid=LSTHATF4SS9ZJXJCF5MCHVZQN&marketplace=FLIPKART&q=cool20%25hats20%25&store=search.flipkart.com&srno=s_1_33&otracker=search&fm=organic&iid=6aae8a1c-83ca-444f-94b6-479b2284b27e.HATF4SS9ZJXJCF5M.SEARCH&ppt=None&ppn=None&ssid=s33ukpiai80000001625422422341&qH=d14475f174d5f616
38,"Forclaz by Decathlon Hat  (Grey, Pack of 1)",1299,3.4,available,https://flipkart.com/forclaz-decathlon-hat/p/itmb6b0139d83c4b?pid=HATFY8PSYG9V2ZZF&lid=LSTHATFY8PSYG9V2ZZFE9BIFB&marketplace=FLIPKART&q=cool20%25hats20%25&store=search.flipkart.com&srno=s_1_34&otracker=search&fm=organic&iid=6aae8a1c-83ca-444f-94b6-479b2284b27e.HATFY8PSYG9V2ZZF.SEARCH&ppt=None&ppn=None&ssid=s33ukpiai80000001625422422341&qH=d14475f174d5f616
39,"PRANSUNITA 16 ply Super Soft Acrylic Knitting Wool Yarn, 100 gm Ball, Used in Hand Knitting, Art Craft, and Crochet",299,2.7,available,https://flipkart.com/pransunita-16-ply-super-soft-acrylic-knitting-wool-yarn-100-gm-ball-used-hand-knitting-art-craft-crochet/p/itm7812d0ff00e5f?pid=ACKFZ5WFRF6DVAME&lid=LSTACKFZ5WFRF6DVAME30H2KE&marketplace=FLIPKART&q=cool20%25hats20%25&store=search.flipkart.com&srno=s_1_35&otracker=search&fm=organic&iid=6aae8a1c-83ca-444f-94b6-479b2284b27e.ACKFZ5WFRF6DVAME.SEARCH&ppt=None&ppn=None&ssid=s33ukpiai80000001625422422341&qH=d14475f174d5f616
40,Vinod HATS24 Tasla 3.1 L capacity 18 cm diameter  (Hard Anodised),799,3.1,available,https://flipkart.com/vinod-hats24-tasla-3-1-l-capacity-18-cm-diameter/p/itmb7e179ffb5a4e?pid=PTPFQMHPBKUXRDUE&lid=LSTPTPFQMHPBKUXRDUEYMUY1W&marketplace=FLIPKART&q=cool20%25hats20%25&store=search.flipkart.com&srno=s_1_37&otracker=search&fm=organic&iid=6aae8a1c-83ca-444f-94b6-479b2284b27e.PTPFQMHPBKUXRDUE.SEARCH&ppt=None&ppn=None&ssid=s33ukpiai80000001625422422341&qH=d14475f174d5f616
41,"SONY CyberShot DSC-W800/BC IN5  (20.1 MP, 5 Optical Zoom, 13x Digital Zoom, Black)",7499,3.9,available,https://flipkart.com/sony-cybershot-dsc-w800-bc-in5/p/itme8g8yfydrnwwv?pid=CAMDVGUGHKXNHYXB&lid=LSTCAMDVGUGHKXNHYXBG3GONO&marketplace=FLIPKART&q=Camera20%25&store=search.flipkart.com&srno=s_1_1&otracker=search&fm=organic&iid=014182a6-07a2-4b45-8ff4-407b9fa4ab06.CAMDVGUGHKXNHYXB.SEARCH&ppt=None&ppn=None&ssid=vzwht2h9ww0000001625492818604&qH=8688a27a4fd313d4
42,"Canon PowerShot SX540 HS  (20.3 MP, 50x Optical Zoom, 50x Zoom Digital Zoom, Black)",21999,4.4,available,https://flipkart.com/canon-powershot-sx540-hs/p/itmf53n3hbcgu4rm?pid=POIF53N37TU3NUFQ&lid=LSTPOIF53N37TU3NUFQIVUBUR&marketplace=FLIPKART&q=Camera20%25&store=search.flipkart.com&srno=s_1_2&otracker=search&fm=organic&iid=014182a6-07a2-4b45-8ff4-407b9fa4ab06.POIF53N37TU3NUFQ.SEARCH&ppt=None&ppn=None&ssid=vzwht2h9ww0000001625492818604&qH=8688a27a4fd313d4
43,"Canon IXUS 190  (20 MP, 10x Optical Zoom, 10x Digital Zoom, Silver)",10999,4,available,https://flipkart.com/canon-ixus-190/p/itmer7kjhqznfjeh?pid=POIER7KJUWNQZQVN&lid=LSTPOIER7KJUWNQZQVNGF2FKA&marketplace=FLIPKART&q=Camera20%25&store=search.flipkart.com&srno=s_1_3&otracker=search&fm=organic&iid=014182a6-07a2-4b45-8ff4-407b9fa4ab06.POIER7KJUWNQZQVN.SEARCH&ppt=None&ppn=None&ssid=vzwht2h9ww0000001625492818604&qH=8688a27a4fd313d4
44,"SONY CyberShot dsc-h300/BC e32  (20.1 MP, 35 Optical Zoom, 70x Digital Zoom, Black)",14490,4,available,https://flipkart.com/sony-cybershot-dsc-h300-bc-e32/p/itmd228de56eedde?pid=CAMDPNZ5GAFYWCHH&lid=LSTCAMDPNZ5GAFYWCHHNFGLSZ&marketplace=FLIPKART&q=Camera20%25&store=search.flipkart.com&srno=s_1_4&otracker=search&fm=organic&iid=014182a6-07a2-4b45-8ff4-407b9fa4ab06.CAMDPNZ5GAFYWCHH.SEARCH&ppt=None&ppn=None&ssid=vzwht2h9ww0000001625492818604&qH=8688a27a4fd313d4
45,"Canon PowerShot SX430 IS  (20 MP, 45x Optical Zoom, 4x Digital Zoom, Black)",17990,4.1,available,https://flipkart.com/canon-powershot-sx430/p/itmeqyxgbgca89nm?pid=POIEQYXGV6JQBDZQ&lid=LSTPOIEQYXGV6JQBDZQJHBOUM&marketplace=FLIPKART&q=Camera20%25&store=search.flipkart.com&srno=s_1_5&otracker=search&fm=organic&iid=014182a6-07a2-4b45-8ff4-407b9fa4ab06.POIEQYXGV6JQBDZQ.SEARCH&ppt=None&ppn=None&ssid=vzwht2h9ww0000001625492818604&qH=8688a27a4fd313d4
46,"Canon IXUS 190  (20 MP, 10x Optical Zoom, 10x Digital Zoom, Black)",11499,4,available,https://flipkart.com/canon-ixus-190/p/itmeqyxh4hhegmfh?pid=POIEQYXHMAYSXRBW&lid=LSTPOIEQYXHMAYSXRBWTS5DIZ&marketplace=FLIPKART&q=Camera20%25&store=search.flipkart.com&srno=s_1_6&otracker=search&fm=organic&iid=014182a6-07a2-4b45-8ff4-407b9fa4ab06.POIEQYXHMAYSXRBW.SEARCH&ppt=None&ppn=None&ssid=vzwht2h9ww0000001625492818604&qH=8688a27a4fd313d4
47,xech X-427 12 Digit Calculator with LCD Rough Pad DigiFold Basic  Calculator  (12 Digit),599,3.9,available,https://www.flipkart.com/xech-x-427-12-digit-calculator-lcd-rough-pad-digifold-basic/p/itm88c8c0443b34d?pid=CALGFYJ493WDAGRW&lid=LSTCALGFYJ493WDAGRW86SHQF&marketplace=FLIPKART&store=dgv%2Fqtq&srno=b_1_1&otracker=browse&fm=organic&iid=en_Uqv3JqTr0ajhjL6WkedUtGTDoD7xmKXwKYSgI%2B640EkuNIKiUGUX%2FbJ4Ybpak8YhzmMipUbyouY%2Bz4DX73n4Ew%3D%3D&ppt=browse&ppn=browse&ssid=345tsuz7ow0000001625492959144
48,xech X-427 12 Digit Calculator with LCD Rough Pad DigiFold Basic  Calculator  (12 Digit),599,3.9,available,https://flipkart.com/xech-x-427-12-digit-calculator-lcd-rough-pad-digifold-basic/p/itm88c8c0443b34d?pid=CALGFYJ493WDAGRW&lid=LSTCALGFYJ493WDAGRW86SHQF&marketplace=FLIPKART&store=dgv%2Fqtq&srno=b_1_1&otracker=browse&fm=organic&iid=en_VCpiijtF9gvjJOw0n6AUe8dgjkZ0JIYreTb1UsfECwmPF12IfT9smPaH8%2F2a7lujzmMipUbyouY%2Bz4DX73n4Ew%3D%3D&ppt=None&ppn=None&ssid=6rnk6dkylc0000001625493010387
49,ORPAT OT - 512 GT Basic  Calculator  (12 Digit),192,4.3,available,https://flipkart.com/orpat-ot-512-gt-basic-calculator/p/itmcb8110d574144?pid=CALETPT5HAH2HGFH&lid=LSTCALETPT5HAH2HGFHAZ1R3P&marketplace=FLIPKART&store=dgv%2Fqtq&spotlightTagId=BestsellerId_dgv%2Fqtq&srno=b_1_2&otracker=browse&fm=organic&iid=2a148052-3329-4637-8bfb-3a845aa73714.CALETPT5HAH2HGFH.SEARCH&ppt=None&ppn=None&ssid=6rnk6dkylc0000001625493010387
50,CASIO MJ-12D Desktop Basic  Calculator  (12 Digit),389,4.5,available,https://flipkart.com/casio-mj-12d-desktop-basic-calculator/p/itmf5nrzqgcqkqgz?pid=CALEGGVZTFHPSACB&lid=LSTCALEGGVZTFHPSACBKLQMLZ&marketplace=FLIPKART&store=dgv%2Fqtq&srno=b_1_3&otracker=browse&fm=organic&iid=2a148052-3329-4637-8bfb-3a845aa73714.CALEGGVZTFHPSACB.SEARCH&ppt=None&ppn=None&ssid=6rnk6dkylc0000001625493010387
51,CASIO FX-82MS Scientific Scientific  Calculator  (12 Digit),494,4.3,available,https://flipkart.com/casio-fx-82ms-scientific-calculator/p/itme8zgp4v2hntf8?pid=CALFHZ3B8CTGGHEW&lid=LSTCALFHZ3B8CTGGHEWFLBZSA&marketplace=FLIPKART&store=dgv%2Fqtq&srno=b_1_4&otracker=browse&fm=organic&iid=2a148052-3329-4637-8bfb-3a845aa73714.CALFHZ3B8CTGGHEW.SEARCH&ppt=None&ppn=None&ssid=6rnk6dkylc0000001625493010387
52,CASIO HL-815L-BK Portable Basic  Calculator  (8 Digit),137,4.3,available,https://flipkart.com/casio-hl-815l-bk-portable-basic-calculator/p/itmdk8ys84fhfyef?pid=CALDK8YRAWGSYJ5R&lid=LSTCALDK8YRAWGSYJ5RFZSNQQ&marketplace=FLIPKART&store=dgv%2Fqtq&srno=b_1_5&otracker=browse&fm=organic&iid=2a148052-3329-4637-8bfb-3a845aa73714.CALDK8YRAWGSYJ5R.SEARCH&ppt=None&ppn=None&ssid=6rnk6dkylc0000001625493010387
53,CASIO MJ-120D Desktop Basic  Calculator  (12 Digit),460,4.4,available,https://flipkart.com/casio-mj-120d-desktop-basic-calculator/p/itmd42zarvuqqmpe?pid=CALE39EJJUTSSMXS&lid=LSTCALE39EJJUTSSMXSLBT8S3&marketplace=FLIPKART&store=dgv%2Fqtq&srno=b_1_6&otracker=browse&fm=organic&iid=2a148052-3329-4637-8bfb-3a845aa73714.CALE39EJJUTSSMXS.SEARCH&ppt=None&ppn=None&ssid=6rnk6dkylc0000001625493010387
54,CASIO FX-82ES Plus 2nd Edition Scientific  Calculator  (12 Digit),641,4.3,available,https://flipkart.com/casio-fx-82es-plus-2nd-scientific-calculator/p/itmehqxjh85myyg9?pid=CALFRJKGAU4V5CSQ&lid=LSTCALFRJKGAU4V5CSQK6GRLA&marketplace=FLIPKART&store=dgv%2Fqtq&srno=b_1_7&otracker=browse&fm=organic&iid=2a148052-3329-4637-8bfb-3a845aa73714.CALFRJKGAU4V5CSQ.SEARCH&ppt=None&ppn=None&ssid=6rnk6dkylc0000001625493010387
55,CASIO DJ-120D Desktop Basic  Calculator  (12 Digit),665,4.4,available,https://flipkart.com/casio-dj-120d-desktop-basic-calculator/p/itmd42zcn23frtm4?pid=CALE39EJJ4FUGBY3&lid=LSTCALE39EJJ4FUGBY3ZIJXZI&marketplace=FLIPKART&store=dgv%2Fqtq&srno=b_1_8&otracker=browse&fm=organic&iid=2a148052-3329-4637-8bfb-3a845aa73714.CALE39EJJ4FUGBY3.SEARCH&ppt=None&ppn=None&ssid=6rnk6dkylc0000001625493010387
56,CASIO FX-991ES Plus-2nd Edition Scientific Scientific  Calculator  (12 Digit),1087,4.5,available,https://flipkart.com/casio-fx-991es-plus-2nd-scientific-calculator/p/itm54927ea996412?pid=CALFT9NEHY6NAZWZ&lid=LSTCALFT9NEHY6NAZWZXQDGRW&marketplace=FLIPKART&store=dgv%2Fqtq&srno=b_1_9&otracker=browse&fm=organic&iid=2a148052-3329-4637-8bfb-3a845aa73714.CALFT9NEHY6NAZWZ.SEARCH&ppt=None&ppn=None&ssid=6rnk6dkylc0000001625493010387
57,jito 12 Digits JT-512 Blue Check & Correct Big Display 1 Year Warranty Basic  Calculator  (12 Digit),269,4.5,available,https://flipkart.com/jito-12-digits-jt-512-blue-check-correct-big-display-1-year-warranty-basic-calculator/p/itmc770ec6394dc8?pid=CALFVGPFSZVGHBHU&lid=LSTCALFVGPFSZVGHBHUF66SZO&marketplace=FLIPKART&store=dgv%2Fqtq&srno=b_1_10&otracker=browse&fm=organic&iid=2a148052-3329-4637-8bfb-3a845aa73714.CALFVGPFSZVGHBHU.SEARCH&ppt=None&ppn=None&ssid=6rnk6dkylc0000001625493010387
58,CASIO MZ-12SA Desktop Basic  Calculator  (12 Digit),294,4.2,available,https://flipkart.com/casio-mz-12sa-desktop-basic-calculator/p/itmekebwt7yxyyjp?pid=CALEKEBW6EPJCHAF&lid=LSTCALEKEBW6EPJCHAFDGLGXD&marketplace=FLIPKART&store=dgv%2Fqtq&srno=b_1_11&otracker=browse&fm=organic&iid=2a148052-3329-4637-8bfb-3a845aa73714.CALEKEBW6EPJCHAF.SEARCH&ppt=None&ppn=None&ssid=6rnk6dkylc0000001625493010387
59,CASIO HL-4A Portable Basic  Calculator  (8 Digit),95,4,available,https://flipkart.com/casio-hl-4a-portable-basic-calculator/p/itmegjzzg9rqxgja?pid=CALESRG4CASWETUV&lid=LSTCALESRG4CASWETUVCY06QY&marketplace=FLIPKART&store=dgv%2Fqtq&srno=b_1_12&otracker=browse&fm=organic&iid=2a148052-3329-4637-8bfb-3a845aa73714.CALESRG4CASWETUV.SEARCH&ppt=None&ppn=None&ssid=6rnk6dkylc0000001625493010387
60,jito 12 Digits JT-512 White - Pink 1 Year Warranty Basic  Calculator  (12 Digit),286,4.3,available,https://flipkart.com/jito-12-digits-jt-512-white-pink-1-year-warranty-basic-calculator/p/itm40b746f3c0bf3?pid=CALFXYAZQGXY8UHN&lid=LSTCALFXYAZQGXY8UHNLZGR1M&marketplace=FLIPKART&store=dgv%2Fqtq&srno=b_1_13&otracker=browse&fm=organic&iid=2a148052-3329-4637-8bfb-3a845aa73714.CALFXYAZQGXY8UHN.SEARCH&ppt=None&ppn=None&ssid=6rnk6dkylc0000001625493010387
61,BAMBALIO 8 Digits BL-100 Blue Portable pocket calculator 3 years warranty Basic  Calculator  (8 Digit),169,4.4,available,https://flipkart.com/bambalio-8-digits-bl-100-blue-portable-pocket-calculator-3-years-warranty-basic/p/itm652f204213032?pid=CALFVEFGRZHDGXAB&lid=LSTCALFVEFGRZHDGXABXJPRDE&marketplace=FLIPKART&store=dgv%2Fqtq&srno=b_1_14&otracker=browse&fm=organic&iid=2a148052-3329-4637-8bfb-3a845aa73714.CALFVEFGRZHDGXAB.SEARCH&ppt=None&ppn=None&ssid=6rnk6dkylc0000001625493010387
62,CASIO DJ-220DPLUS Desktop Basic  Calculator  (12 Digit),916,4.4,available,https://flipkart.com/casio-dj-220dplus-desktop-basic-calculator/p/itmesrg4hv3z4wph?pid=CALESRG4HFEMZ5HJ&lid=LSTCALESRG4HFEMZ5HJSQCO4J&marketplace=FLIPKART&store=dgv%2Fqtq&srno=b_1_15&otracker=browse&fm=organic&iid=2a148052-3329-4637-8bfb-3a845aa73714.CALESRG4HFEMZ5HJ.SEARCH&ppt=None&ppn=None&ssid=6rnk6dkylc0000001625493010387
63,CASIO Classwiz FX-991EX Scientific  Calculator  (12 Digit),1230,4.6,available,https://flipkart.com/casio-classwiz-fx-991ex-scientific-calculator/p/itmeeyyxyeuzfgyk?pid=CALEEYYXTFDMHX2J&lid=LSTCALEEYYXTFDMHX2JYLBCM4&marketplace=FLIPKART&store=dgv%2Fqtq&srno=b_1_16&otracker=browse&fm=organic&iid=2a148052-3329-4637-8bfb-3a845aa73714.CALEEYYXTFDMHX2J.SEARCH&ppt=None&ppn=None&ssid=6rnk6dkylc0000001625493010387
64,BAMBALIO 8 Digits BL-300 Black 3 Years Warranty Portable Pocket Basic  Calculator  (8 Digit),128,3.9,available,https://flipkart.com/bambalio-8-digits-bl-300-black-3-years-warranty-portable-pocket-basic-calculator/p/itmd41bd5d83f4c7?pid=CALFWMPKVWF7GW8Y&lid=LSTCALFWMPKVWF7GW8YULQGPP&marketplace=FLIPKART&store=dgv%2Fqtq&srno=b_1_17&otracker=browse&fm=organic&iid=2a148052-3329-4637-8bfb-3a845aa73714.CALFWMPKVWF7GW8Y.SEARCH&ppt=None&ppn=None&ssid=6rnk6dkylc0000001625493010387
65,CASIO MJ-12SB Desktop - C & C Basic  Calculator  (12 Digit),332,4.2,available,https://flipkart.com/casio-mj-12sb-desktop-c-basic-calculator/p/itmffaddpfhbbbuh?pid=CALFFADBKDZTZUZW&lid=LSTCALFFADBKDZTZUZWUR2Y6W&marketplace=FLIPKART&store=dgv%2Fqtq&srno=b_1_18&otracker=browse&fm=organic&iid=2a148052-3329-4637-8bfb-3a845aa73714.CALFFADBKDZTZUZW.SEARCH&ppt=None&ppn=None&ssid=6rnk6dkylc0000001625493010387
66,CASIO MJ-120GST Desktop Basic  Calculator  (12 Digit),494,4.5,available,https://flipkart.com/casio-mj-120gst-desktop-basic-calculator/p/itmfbb3pvrb3jnda?pid=CALFBB3PKPGAWGVG&lid=LSTCALFBB3PKPGAWGVGGAFC25&marketplace=FLIPKART&store=dgv%2Fqtq&srno=b_1_19&otracker=browse&fm=organic&iid=2a148052-3329-4637-8bfb-3a845aa73714.CALFBB3PKPGAWGVG.SEARCH&ppt=None&ppn=None&ssid=6rnk6dkylc0000001625493010387
67,CASIO DJ-240DPLUS Desktop Basic  Calculator  (14 Digit),931,4.4,available,https://flipkart.com/casio-dj-240dplus-desktop-basic-calculator/p/itmesrg4hhs4wbp8?pid=CALESRG4TKZEWHW5&lid=LSTCALESRG4TKZEWHW5GI10XY&marketplace=FLIPKART&store=dgv%2Fqtq&srno=b_1_20&otracker=browse&fm=organic&iid=2a148052-3329-4637-8bfb-3a845aa73714.CALESRG4TKZEWHW5.SEARCH&ppt=None&ppn=None&ssid=6rnk6dkylc0000001625493010387
68,CASIO FX-991MS Scientific Scientific  Calculator  (12 Digit),945,4.4,available,https://flipkart.com/casio-fx-991ms-scientific-calculator/p/itme22drknqf3yam?pid=CALFHZ3BMGQKCMMY&lid=LSTCALFHZ3BMGQKCMMY1DWJ7H&marketplace=FLIPKART&store=dgv%2Fqtq&spotlightTagId=BestvalueId_dgv%2Fqtq&srno=b_1_21&otracker=browse&fm=organic&iid=2a148052-3329-4637-8bfb-3a845aa73714.CALFHZ3BMGQKCMMY.SEARCH&ppt=None&ppn=None&ssid=6rnk6dkylc0000001625493010387
69,CASIO FX-350MS 2nd Edition Scientific  Calculator  (12 Digit),522,4.3,available,https://flipkart.com/casio-fx-350ms-2nd-scientific-calculator/p/itmec9pmvhzpq4gm?pid=CALFGZ8DZZBQGVZP&lid=LSTCALFGZ8DZZBQGVZPU4J6DD&marketplace=FLIPKART&store=dgv%2Fqtq&srno=b_1_22&otracker=browse&fm=organic&iid=2a148052-3329-4637-8bfb-3a845aa73714.CALFGZ8DZZBQGVZP.SEARCH&ppt=None&ppn=None&ssid=6rnk6dkylc0000001625493010387
70,CASIO HR-8RC-BK Printing  Calculator  (12 Digit),1515,3.9,available,https://flipkart.com/casio-hr-8rc-bk-printing-calculator/p/itmf35utxcgutgzb?pid=CALF35USZJGRHNCH&lid=LSTCALF35USZJGRHNCHHN4GQV&marketplace=FLIPKART&store=dgv%2Fqtq&srno=b_1_23&otracker=browse&fm=organic&iid=2a148052-3329-4637-8bfb-3a845aa73714.CALF35USZJGRHNCH.SEARCH&ppt=None&ppn=None&ssid=6rnk6dkylc0000001625493010387
71,CASIO MJ-12VCB-BU Desktop Basic  Calculator  (12 Digit),465,4.2,available,https://flipkart.com/casio-mj-12vcb-bu-desktop-basic-calculator/p/itmesrg4cegykncz?pid=CALESRG4PBNYSZRD&lid=LSTCALESRG4PBNYSZRDIERVB8&marketplace=FLIPKART&store=dgv%2Fqtq&srno=b_1_24&otracker=browse&fm=organic&iid=2a148052-3329-4637-8bfb-3a845aa73714.CALESRG4PBNYSZRD.SEARCH&ppt=None&ppn=None&ssid=6rnk6dkylc0000001625493010387
72,BAMBALIO 12 Digits BL-775 Large display 3 Years warranty Basic  Calculator  (12 Digit),702,4.6,available,https://flipkart.com/bambalio-12-digits-bl-775-large-display-3-years-warranty-basic-calculator/p/itma25df948132d7?pid=CALFVHHYVZQ7HWKH&lid=LSTCALFVHHYVZQ7HWKHQXWFED&marketplace=FLIPKART&store=dgv%2Fqtq&srno=b_1_25&otracker=browse&fm=organic&iid=2a148052-3329-4637-8bfb-3a845aa73714.CALFVHHYVZQ7HWKH.SEARCH&ppt=None&ppn=None&ssid=6rnk6dkylc0000001625493010387
73,TEXAS INSTRUMENTS BA-II Plus Advance Stealodeal BA-II Plus Advance Financial  Calculator  (10 Digit),3593,4.5,available,https://flipkart.com/texas-instruments-ba-ii-plus-advance-stealodeal-financial-calculator/p/itmehu8nybhsaa9d?pid=CALEHU8NGUNZ5FQW&lid=LSTCALEHU8NGUNZ5FQWU0YG5M&marketplace=FLIPKART&store=dgv%2Fqtq&srno=b_1_26&otracker=browse&fm=organic&iid=2a148052-3329-4637-8bfb-3a845aa73714.CALEHU8NGUNZ5FQW.SEARCH&ppt=None&ppn=None&ssid=6rnk6dkylc0000001625493010387
74,CASIO MS-20VC-PL Desktop Basic  Calculator  (12 Digit),356,4.2,available,https://flipkart.com/casio-ms-20vc-pl-desktop-basic-calculator/p/itmfdgxfhkmdfsry?pid=CALFDGXFASFVWEPZ&lid=LSTCALFDGXFASFVWEPZ2T6WRR&marketplace=FLIPKART&store=dgv%2Fqtq&srno=b_1_27&otracker=browse&fm=organic&iid=2a148052-3329-4637-8bfb-3a845aa73714.CALFDGXFASFVWEPZ.SEARCH&ppt=None&ppn=None&ssid=6rnk6dkylc0000001625493010387
75,CASIO MJ-12VCB-GN Desktop Basic  Calculator  (12 Digit),465,4.3,available,https://flipkart.com/casio-mj-12vcb-gn-desktop-basic-calculator/p/itmesrg4yshjymje?pid=CALESRG4WYDKTYRF&lid=LSTCALESRG4WYDKTYRFD8DVBB&marketplace=FLIPKART&store=dgv%2Fqtq&srno=b_1_28&otracker=browse&fm=organic&iid=2a148052-3329-4637-8bfb-3a845aa73714.CALESRG4WYDKTYRF.SEARCH&ppt=None&ppn=None&ssid=6rnk6dkylc0000001625493010387
76,jito 12 Digits JT-512 Black Check & Correct Big Display 1 Year Warranty Basic  Calculator  (12 Digit),269,4.4,available,https://flipkart.com/jito-12-digits-jt-512-black-check-correct-big-display-1-year-warranty-basic-calculator/p/itm6892e36580198?pid=CALFVGPGPWF97V39&lid=LSTCALFVGPGPWF97V39CS9VJ9&marketplace=FLIPKART&store=dgv%2Fqtq&srno=b_1_29&otracker=browse&fm=organic&iid=2a148052-3329-4637-8bfb-3a845aa73714.CALFVGPGPWF97V39.SEARCH&ppt=None&ppn=None&ssid=6rnk6dkylc0000001625493010387
77,FLAIR 100 MS Scientific  Calculator  (14 Digit),450,4.2,available,https://flipkart.com/flair-100-ms-scientific-calculator/p/itm3a96b07f874eb?pid=CALG2CSMWZVAKQ4Z&lid=LSTCALG2CSMWZVAKQ4Z6JFPI7&marketplace=FLIPKART&store=dgv%2Fqtq&srno=b_1_30&otracker=browse&fm=organic&iid=2a148052-3329-4637-8bfb-3a845aa73714.CALG2CSMWZVAKQ4Z.SEARCH&ppt=None&ppn=None&ssid=6rnk6dkylc0000001625493010387
78,CASIO FX-100MS 2nd Edition Scientific  Calculator  (12 Digit),831,4.4,available,https://flipkart.com/casio-fx-100ms-2nd-scientific-calculator/p/itmc276903de8ffb?pid=CALFJB2MFWYCCGKU&lid=LSTCALFJB2MFWYCCGKUBQOEBL&marketplace=FLIPKART&store=dgv%2Fqtq&srno=b_1_31&otracker=browse&fm=organic&iid=2a148052-3329-4637-8bfb-3a845aa73714.CALFJB2MFWYCCGKU.SEARCH&ppt=None&ppn=None&ssid=6rnk6dkylc0000001625493010387
79,CASIO FC-200V Financial  Calculator  (10 Digit),2275,4.5,available,https://flipkart.com/casio-fc-200v-financial-calculator/p/itmekumfkr4hwfyn?pid=CALEKUMFHJQFTFDB&lid=LSTCALEKUMFHJQFTFDBKJZQRZ&marketplace=FLIPKART&store=dgv%2Fqtq&srno=b_1_32&otracker=browse&fm=organic&iid=2a148052-3329-4637-8bfb-3a845aa73714.CALEKUMFHJQFTFDB.SEARCH&ppt=None&ppn=None&ssid=6rnk6dkylc0000001625493010387
80,CASIO MJ-12DA Desktop Basic  Calculator  (12 Digit),389,4.3,available,https://flipkart.com/casio-mj-12da-desktop-basic-calculator/p/itmeh8hgwg4nkbq2?pid=CALEH8HGHFDBSZ4D&lid=LSTCALEH8HGHFDBSZ4D3KHOA1&marketplace=FLIPKART&store=dgv%2Fqtq&srno=b_1_33&otracker=browse&fm=organic&iid=2a148052-3329-4637-8bfb-3a845aa73714.CALEH8HGHFDBSZ4D.SEARCH&ppt=None&ppn=None&ssid=6rnk6dkylc0000001625493010387
81,CASIO MJ-120Da Desktop Basic  Calculator  (12 Digit),461,4.4,available,https://flipkart.com/casio-mj-120da-desktop-basic-calculator/p/itmegdffbx2wehjw?pid=CALESRG4MRQUVPR6&lid=LSTCALESRG4MRQUVPR6XJNB3R&marketplace=FLIPKART&store=dgv%2Fqtq&srno=b_1_34&otracker=browse&fm=organic&iid=2a148052-3329-4637-8bfb-3a845aa73714.CALESRG4MRQUVPR6.SEARCH&ppt=None&ppn=None&ssid=6rnk6dkylc0000001625493010387
82,CASIO MJ-12GST Desktop Basic  Calculator  (12 Digit),418,4.3,available,https://flipkart.com/casio-mj-12gst-desktop-basic-calculator/p/itmfbb3pxjdawmgz?pid=CALFBB3PHX754MEZ&lid=LSTCALFBB3PHX754MEZQLXSDJ&marketplace=FLIPKART&store=dgv%2Fqtq&srno=b_1_35&otracker=browse&fm=organic&iid=2a148052-3329-4637-8bfb-3a845aa73714.CALFBB3PHX754MEZ.SEARCH&ppt=None&ppn=None&ssid=6rnk6dkylc0000001625493010387
83,BAMBALIO 8 Digits BL-300 Blue 3 Years Warranty Portable Pocket Basic  Calculator  (8 Digit),141,3.7,available,https://flipkart.com/bambalio-8-digits-bl-300-blue-3-years-warranty-portable-pocket-basic-calculator/p/itm3239b31c5ae6e?pid=CALFVHN3ENYZJ6PH&lid=LSTCALFVHN3ENYZJ6PHTWLMMH&marketplace=FLIPKART&store=dgv%2Fqtq&srno=b_1_36&otracker=browse&fm=organic&iid=2a148052-3329-4637-8bfb-3a845aa73714.CALFVHN3ENYZJ6PH.SEARCH&ppt=None&ppn=None&ssid=6rnk6dkylc0000001625493010387
